6,3,18
9,4,36
19,3,57
36,7,252
35,11,385
35,16,560
33,17,561
32,16,512
19,20,380
15,20,300
13,20,260
12,24,288
10,26,260
10,23,230
9,27,243
9,24,216
8,26,208
8,26,208
9,25,225
10,27,270
8,25,200
9,29,261
9,27,243
8,28,224
10,26,260
10,27,270
9,23,207
11,26,286
26,24,624
32,23,736
43,24,1032
45,21,945
44,20,880
28,25,700
22,22,484
19,20,380
11,18,198
10,20,200
3,16,48
2,13,26
2,5,10
7,7,49
11,5,55
22,6,132
31,6,186
31,5,155
29,6,174
27,4,108
6,0,0
4,0,0
