1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,15,0,0,14,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,38,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,81,203,218,222,211,50,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,13,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,200,255,255,249,254,235,38,12,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,40,107,17,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,53,112,193,255,247,242,249,255,238,23,0,12,0,0,0,0,0,0,0,0,0,0
,0,12,58,188,255,142,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,148,244,255,244,255,255,246,255,235,57,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,107,255,241,252,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,205,250,251,250,252,243,252,251,131,15,0,0,0,0,0,0,0,0,0,0,0,0
,12,0,85,253,248,243,239,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,250,248,255,250,255,250,253,255,61,0,0,11,0,0,0,0,16,14,0,0,0,0
,0,0,23,168,249,250,252,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,235,251,255,226,255,254,255,255,221,51,18,0,0,0,0,0,13,0,0,24,0,0,0
,0,13,0,129,255,250,249,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,239,255,240,253,255,237,255,252,242,120,0,0,0,0,0,0,0,20,54,21,0,0,0,0
,0,0,0,148,255,244,248,186,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,94,235,246,250,255,255,255,255,247,249,255,90,0,12,0,0,0,0,0,40,255,201,100,32,0,0
,0,0,0,149,245,245,255,179,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,87,234,246,252,218,124,128,228,255,250,248,255,86,0,13,0,0,0,0,18,0,151,239,250,124,0,0
,0,13,0,136,254,253,252,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,224,236,255,219,39,13,0,83,239,255,243,253,76,0,0,0,0,0,0,0,0,60,255,252,89,0,0
,0,12,0,140,255,251,246,187,0,0,0,0,0,0,0,0,0,0,0,13,13,72,211,255,255,220,58,0,0,22,0,219,250,242,255,102,12,0,0,0,0,12,0,0,52,253,248,208,48,0
,12,0,0,148,245,241,255,189,0,0,0,0,0,0,0,0,0,0,0,0,16,130,255,225,228,181,0,0,16,0,16,224,255,245,238,84,0,0,0,0,0,0,0,0,59,250,253,255,92,0
,11,0,0,144,251,253,251,184,0,0,0,0,0,0,0,0,0,0,0,82,233,237,252,255,64,21,0,0,0,0,27,217,255,249,120,0,13,0,0,0,0,0,0,11,59,252,253,218,44,15
,0,0,0,143,252,250,255,214,53,0,17,0,0,0,12,0,0,0,94,242,255,250,209,153,36,11,0,0,0,0,19,223,247,255,127,0,0,0,0,0,0,0,14,0,57,251,244,114,0,0
,0,0,0,141,255,245,255,246,156,0,0,0,12,0,0,18,0,85,232,239,255,248,101,15,0,0,0,0,0,0,15,231,251,255,126,0,0,0,0,0,0,0,16,0,67,255,253,93,0,0
,0,13,0,139,255,241,249,255,166,0,11,0,0,0,12,0,85,242,255,255,244,214,32,0,0,0,0,0,0,0,16,222,255,255,112,0,13,0,0,0,0,0,0,0,44,242,253,112,0,11
,0,14,0,137,255,243,245,255,155,0,14,0,0,11,0,0,174,244,243,236,203,15,16,0,0,0,0,0,0,0,49,217,247,255,113,0,0,0,0,0,0,0,0,0,70,243,255,99,0,0
,0,11,0,136,255,248,248,255,161,0,0,20,0,0,50,118,234,255,249,181,58,0,0,16,0,0,0,0,0,13,131,246,249,255,126,14,0,0,0,0,0,0,15,29,187,255,255,100,0,0
,0,0,0,136,255,249,254,251,167,44,0,0,0,107,203,248,255,237,207,30,0,12,0,0,0,0,0,0,0,14,201,255,255,225,86,15,0,0,0,0,0,0,0,36,252,250,248,109,0,0
,0,13,0,137,255,247,255,247,255,104,0,51,111,228,255,247,255,182,33,0,0,11,0,0,0,0,0,0,0,0,216,243,254,157,11,0,0,0,0,0,0,16,0,21,234,253,242,112,0,0
,0,0,0,141,255,241,255,245,249,192,103,213,255,249,237,255,188,40,0,14,0,0,0,0,0,0,0,0,0,0,193,253,255,153,0,0,0,0,0,0,0,11,0,44,244,254,240,109,0,0
,0,0,0,149,252,251,255,253,244,255,254,255,248,240,255,184,39,0,0,19,0,0,0,0,0,0,0,11,0,0,198,255,252,156,0,0,0,12,0,0,0,11,0,20,236,247,255,108,0,0
,0,0,72,209,255,248,255,254,255,253,240,252,243,255,175,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,252,247,158,0,0,0,0,0,0,0,0,0,48,227,237,255,94,0,0
,0,0,120,254,255,250,250,253,244,244,255,255,245,215,29,15,19,12,0,0,0,0,0,0,0,0,0,0,0,0,209,252,255,169,0,12,0,0,0,0,0,0,0,159,248,255,252,103,0,0
,16,0,105,246,248,255,255,255,255,252,255,240,255,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,251,234,125,0,11,0,0,0,0,0,0,12,226,255,255,242,111,0,0
