1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,104,254,246,255,255,255,242,255,251,255,160,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,206,255,178,43,0,0,0,0,0,0,0,0,13,210,244,245,253,108,0,0
,0,0,114,255,250,250,254,251,252,253,242,240,51,0,0,12,0,0,0,0,0,0,0,0,13,0,0,0,21,161,251,255,174,0,0,0,0,0,0,0,0,0,20,205,253,248,255,108,0,0
,0,0,92,254,248,255,255,252,255,234,255,147,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,247,254,190,0,0,0,0,0,0,0,0,0,0,213,255,248,251,93,0,0
,0,0,97,255,255,252,248,255,255,245,135,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,240,255,184,0,0,0,0,0,0,0,0,0,0,224,247,254,255,203,54,0
,0,11,114,246,245,255,249,251,255,148,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,95,243,246,249,184,0,0,0,0,0,0,0,12,0,12,202,252,255,240,255,78,16
,0,0,105,255,251,255,240,252,249,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,255,247,251,184,0,0,0,0,0,0,0,0,16,15,208,255,245,254,209,58,14
,18,0,102,255,242,255,255,241,107,28,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,247,242,255,184,0,0,0,0,0,0,0,0,0,0,218,255,234,255,126,0,0
,0,0,100,255,232,255,251,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,140,248,244,255,184,0,0,0,0,0,0,0,11,0,0,139,229,255,214,55,0,0
,12,0,91,255,243,253,202,26,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,130,255,253,252,184,0,0,0,0,0,0,0,0,16,11,114,248,234,138,0,0,0
,0,0,107,255,255,220,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,255,254,255,184,0,0,0,0,0,0,0,0,19,0,124,225,102,43,13,0,0
,0,0,34,65,50,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,145,253,245,254,184,0,0,0,0,0,0,0,0,0,14,0,34,13,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,255,242,255,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,143,255,238,230,121,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,252,237,248,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,254,244,239,90,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,252,250,214,23,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,140,253,255,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,142,255,232,81,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,107,198,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,30,60,90,120,150,180,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
