1,3,3,1,17,21,21,19,35,37,37,33,33,19,17,15,11,15,13,11,15,13,17,27,41,43,43,43,43,39,23,19,7,3,3,1,1,1,3,7,13,35,37,35,37,35,11,9,1,1
1,1,1,9,9,19,33,31,29,29,27,21,11,13,11,11,9,13,13,11,11,9,13,7,11,13,13,15,31,47,47,47,39,23,11,11,1,3,7,1,13,13,33,33,33,33,29,7,1,1
5,9,13,31,35,37,35,33,29,17,13,11,13,11,11,9,9,11,7,9,9,7,9,23,41,43,45,43,35,31,21,11,5,3,1,1,1,1,1,1,5,15,33,35,37,37,35,33,13,3
3,3,3,7,9,17,23,31,31,29,29,25,15,15,15,15,13,17,15,11,13,13,15,13,15,19,19,23,47,47,47,47,45,39,25,13,9,5,5,3,5,13,33,33,33,23,3,5,1,1
1,3,3,3,11,13,19,27,37,37,35,33,25,11,15,11,11,11,13,11,11,11,11,11,25,29,47,47,45,41,35,17,7,1,1,1,1,1,1,1,15,25,35,37,33,31,17,5,1,1
1,3,5,7,19,33,39,39,37,17,15,11,13,13,11,7,7,9,9,7,7,9,9,7,11,11,15,29,37,41,43,41,19,13,9,3,1,1,1,1,3,11,5,17,29,29,31,27,25,13
1,3,1,3,3,19,29,31,31,31,29,19,17,13,17,13,13,11,13,11,11,11,11,9,13,15,25,31,43,45,43,25,11,7,1,1,1,1,1,1,11,33,33,33,27,3,3,1,1,1
1,3,1,3,3,25,29,29,27,27,27,19,9,11,9,9,9,11,9,11,7,9,9,9,11,11,13,21,47,49,47,47,45,15,3,3,1,1,1,1,5,15,37,37,35,29,7,3,1,1
3,5,3,11,25,35,35,35,33,31,25,17,15,11,9,9,9,9,7,9,9,9,9,7,11,15,27,39,43,41,31,25,17,13,7,1,1,1,1,1,5,3,27,33,37,35,35,33,17,7
1,5,5,15,33,35,37,37,33,29,15,15,15,13,13,13,13,15,13,13,11,11,11,11,23,27,35,47,45,35,27,21,11,11,7,9,1,1,3,1,15,33,37,37,37,25,13,5,1,1
1,1,5,1,13,23,31,35,33,31,25,17,13,13,11,11,11,9,9,9,9,9,9,7,15,21,29,35,45,45,45,35,19,9,1,3,1,1,5,9,29,33,35,35,31,11,13,3,1,1
1,3,5,3,17,31,31,29,23,13,13,13,13,11,11,11,11,9,11,11,11,9,7,9,11,47,47,49,47,23,19,5,1,1,1,1,1,1,1,9,33,33,33,33,29,3,9,3,1,1
5,15,17,29,37,37,31,25,13,15,13,9,11,9,7,9,11,9,9,11,9,9,9,7,9,19,47,49,47,35,17,9,1,1,1,1,1,1,1,1,1,35,35,35,37,37,21,9,1,1
1,5,1,5,17,29,33,33,29,29,9,13,9,9,9,9,11,11,9,9,11,9,13,7,11,13,13,13,31,45,45,43,31,21,13,7,5,3,3,1,5,5,31,33,31,31,29,5,1,1
3,7,13,25,29,33,31,31,21,13,13,9,7,7,9,7,11,7,7,9,9,7,11,7,19,23,29,37,43,37,27,19,13,9,7,5,3,1,1,1,3,15,17,29,31,29,15,9,1,1
1,1,1,3,13,21,25,29,33,35,25,19,11,15,9,11,9,9,9,7,7,7,9,7,21,25,29,35,43,37,25,19,11,3,1,1,1,1,1,1,13,17,31,31,31,21,11,1,1,1
1,1,3,3,3,17,27,31,35,35,33,23,17,15,11,11,11,9,9,11,7,9,11,11,17,15,23,35,45,45,41,29,15,9,9,7,1,3,1,1,9,31,37,39,37,13,7,5,1,1
1,1,3,11,15,25,33,31,27,27,25,13,15,15,13,11,9,9,7,5,7,7,9,5,11,13,11,23,35,33,35,35,31,21,15,15,11,5,5,3,5,11,21,35,33,23,15,15,7,5
1,9,7,15,17,27,27,27,27,27,13,13,11,11,13,11,9,11,9,11,11,9,7,11,9,9,9,11,21,29,41,39,37,33,11,9,1,5,3,1,5,7,17,27,27,29,27,7,1,1
1,1,1,3,7,5,35,35,37,35,35,27,17,15,15,13,11,11,9,13,11,11,11,9,23,35,47,45,45,43,27,13,1,1,1,1,5,7,11,33,33,35,33,31,15,5,3,3,1,1
3,3,11,15,19,35,33,31,29,25,19,17,11,11,11,9,7,7,9,9,7,5,9,9,7,9,11,17,31,31,43,39,35,21,13,11,5,3,1,1,3,1,3,13,29,29,29,29,11,1
1,1,1,3,9,17,25,33,33,31,27,17,13,13,13,9,11,11,11,9,9,9,7,7,11,17,27,31,45,47,43,29,21,11,7,3,1,1,3,1,7,15,29,35,37,23,13,3,1,1
1,3,3,5,17,31,41,41,39,37,31,21,15,17,15,11,15,13,13,17,13,15,23,35,43,47,47,39,21,19,11,5,1,1,1,1,1,1,1,1,17,17,35,37,35,21,11,3,1,1
1,1,1,1,1,1,13,15,21,33,31,33,23,15,13,13,13,13,11,13,13,17,19,29,33,45,45,41,17,9,7,5,1,1,1,1,3,3,7,13,35,35,33,13,3,1,1,1,1,1
1,1,3,3,15,15,31,33,31,29,15,15,13,9,11,13,9,9,11,9,9,7,9,11,29,31,45,47,45,43,21,17,7,1,1,1,1,1,1,1,3,25,27,27,27,23,3,7,1,1
1,1,3,1,11,13,17,21,27,25,19,9,15,7,13,9,13,11,11,9,9,9,9,9,11,21,29,33,37,47,43,37,23,19,9,5,3,1,5,1,3,9,17,33,37,33,21,3,1,1
3,3,3,7,13,31,33,31,29,25,19,13,15,13,13,9,9,11,11,7,7,9,9,7,11,19,25,41,41,41,33,23,17,17,9,5,1,1,1,1,1,7,5,13,27,37,35,35,29,7
3,3,7,21,21,31,43,43,41,39,37,33,17,11,11,13,11,11,9,9,9,7,9,9,11,15,21,29,41,43,43,41,35,21,17,9,1,3,1,1,3,5,11,15,33,33,33,33,17,1
1,3,1,1,7,13,15,19,39,41,37,37,29,15,13,11,11,13,11,11,11,9,13,25,35,45,45,47,43,35,21,13,1,1,1,1,1,1,1,1,19,33,35,33,33,11,3,5,1,1
3,3,1,5,15,17,31,35,35,35,31,19,11,15,15,11,13,13,11,13,9,11,11,11,19,31,39,47,45,47,15,11,3,5,1,5,7,9,15,31,35,35,35,33,33,17,7,5,1,1
5,1,13,11,19,21,31,31,31,29,25,21,15,11,13,9,9,7,7,7,7,7,7,5,9,11,7,11,9,23,33,41,45,43,41,27,17,11,5,3,3,7,7,29,31,29,29,27,13,1
3,5,9,35,37,39,39,39,35,31,17,17,15,13,13,11,13,13,13,11,11,15,13,23,37,49,49,47,45,33,9,5,1,1,3,3,1,5,7,7,21,33,33,31,29,23,11,1,1,1
1,3,1,5,3,13,17,37,39,37,35,35,21,13,13,11,11,9,11,9,13,9,19,23,33,43,43,43,31,29,21,17,9,9,1,3,1,5,3,9,21,37,39,39,35,25,9,5,1,1
3,1,1,3,7,15,19,19,25,29,25,21,15,11,15,13,9,13,11,11,13,13,9,11,23,31,37,39,43,35,31,25,13,9,3,3,1,1,1,1,15,21,33,35,35,27,17,9,1,1
5,5,9,13,27,39,37,39,35,21,13,9,7,11,9,9,9,9,9,11,9,7,9,9,11,13,31,43,43,41,39,29,25,3,3,1,1,1,1,1,5,5,7,19,31,31,29,17,11,3
1,1,1,1,5,13,15,25,33,33,27,19,13,15,11,11,11,13,11,11,11,11,17,21,27,35,31,41,43,43,43,27,21,11,5,3,1,1,1,1,3,5,23,27,31,27,7,1,1,1
1,1,1,1,3,7,11,37,37,37,33,35,23,17,17,19,13,15,13,13,15,11,9,13,23,35,47,47,47,45,37,19,3,3,1,1,1,1,3,3,31,33,31,29,29,13,7,5,1,1
3,5,3,9,31,33,35,33,29,25,21,13,11,13,13,11,9,13,9,11,11,17,13,23,37,47,47,47,45,33,17,11,1,1,1,1,1,1,1,1,5,13,31,33,33,29,31,29,1,1
3,5,3,9,25,39,37,35,33,11,13,9,9,13,11,11,11,13,11,9,9,13,15,19,33,37,41,43,43,33,31,11,1,1,1,1,1,1,1,1,7,11,17,37,41,39,35,21,1,1
3,3,5,9,17,33,31,31,31,29,25,13,13,11,9,9,11,11,11,9,11,7,9,7,11,7,13,11,27,43,43,43,41,9,9,1,3,3,5,3,7,7,7,13,29,31,29,7,5,3
1,5,5,17,27,37,37,35,31,27,15,15,11,13,11,13,15,13,15,9,21,33,37,47,45,43,41,29,27,7,5,3,1,1,1,1,1,1,1,1,7,31,41,37,37,31,7,1,1,1
1,1,3,1,7,7,21,29,37,35,31,23,23,15,13,9,7,9,7,9,7,7,9,9,9,15,29,41,45,45,29,23,9,5,3,3,1,1,1,1,5,25,29,29,29,27,11,9,1,1
5,3,7,11,31,27,29,27,27,25,15,15,13,15,11,11,9,11,9,11,11,9,9,9,17,29,29,43,45,45,33,11,1,1,1,1,1,1,1,1,5,15,15,35,37,37,35,29,3,3
3,1,5,11,35,37,35,35,35,21,17,15,15,9,7,7,9,11,11,9,11,7,13,9,15,11,43,45,47,47,47,47,17,3,3,1,3,1,1,1,3,7,1,33,35,35,35,31,1,1
1,1,3,1,13,23,35,31,31,31,27,21,13,11,15,13,9,9,11,9,15,15,11,33,37,43,43,47,35,21,21,13,5,3,1,1,1,3,1,1,3,19,33,43,37,37,21,5,1,1
1,1,1,1,7,3,19,27,39,39,37,35,29,17,21,13,13,13,13,15,11,11,11,11,13,27,33,47,49,45,43,33,21,7,3,3,1,1,3,5,13,35,43,39,39,5,11,3,1,1
1,1,1,1,5,5,15,21,35,35,33,33,29,15,15,13,11,11,11,11,9,9,11,11,19,21,33,47,47,49,45,45,15,3,1,1,1,1,1,1,23,33,35,33,31,27,9,1,1,1
3,5,1,17,25,35,37,35,31,31,23,15,13,13,13,9,11,11,11,9,11,19,29,31,39,45,45,45,45,25,17,5,1,1,1,1,1,1,1,9,23,31,31,31,29,25,9,3,1,1
1,3,5,3,13,17,33,33,31,31,27,15,13,15,11,11,15,15,13,11,13,11,11,11,29,29,41,39,45,43,29,25,15,9,3,3,1,3,5,7,35,35,35,31,33,29,9,7,1,1
1,5,3,5,23,33,35,31,21,17,11,17,13,9,11,11,9,11,9,9,9,9,11,25,31,33,39,43,33,25,17,13,7,1,3,1,1,1,1,1,7,17,35,35,27,21,15,7,1,1
1,1,1,5,3,13,19,29,35,35,35,35,35,33,25,11,9,11,11,11,11,9,13,9,17,27,29,39,43,47,47,29,23,13,5,3,5,5,7,17,19,29,33,31,15,15,3,3,1,1
1,1,1,1,1,3,7,13,27,31,35,35,27,19,15,13,9,13,13,11,9,15,13,21,33,43,47,45,47,27,19,11,5,5,1,7,11,17,25,35,31,19,13,9,1,1,1,1,1,1
1,7,3,7,19,33,33,31,31,29,25,21,9,13,11,9,11,11,7,7,9,9,9,9,11,15,15,25,35,43,45,43,33,21,11,9,3,5,1,1,5,5,23,31,29,29,29,15,3,1
1,1,1,1,1,1,1,9,19,21,31,35,35,33,31,17,13,15,11,11,17,15,27,37,41,45,47,45,47,17,17,13,5,3,3,7,11,25,31,31,29,15,9,3,1,1,1,1,1,1
3,3,3,11,15,35,37,37,35,31,19,15,13,11,13,9,9,11,11,11,11,9,9,9,9,9,11,21,25,39,47,47,47,21,11,3,5,1,3,3,9,7,17,33,35,35,31,5,1,1
3,5,11,27,31,35,35,33,15,15,11,13,7,11,11,9,11,11,11,11,9,9,7,7,11,21,25,39,45,47,43,31,9,9,1,1,1,1,1,1,11,19,29,31,29,17,13,3,1,1
3,5,3,13,19,21,31,35,33,35,29,23,15,13,13,13,13,13,11,11,11,9,13,9,35,41,45,45,45,25,27,13,1,1,1,1,1,1,1,1,7,11,25,33,33,35,33,15,1,1
7,9,19,37,35,35,33,33,19,15,13,13,11,11,9,9,9,9,9,11,9,9,9,9,11,11,9,11,27,33,43,45,45,29,23,19,11,11,3,3,3,7,11,23,31,31,29,27,7,5
1,1,1,3,11,19,23,31,35,31,23,15,15,15,13,15,11,9,11,7,11,5,15,21,25,35,33,39,35,29,23,15,7,1,1,1,1,1,3,9,15,25,35,35,25,19,15,3,1,1
1,1,1,1,1,7,3,25,39,41,39,35,21,15,13,13,11,15,13,13,13,17,13,15,17,25,25,43,49,49,47,43,21,15,5,3,1,3,11,11,27,27,27,15,3,5,1,1,1,1
3,3,3,3,13,19,37,37,37,35,29,25,15,17,13,15,11,11,11,9,9,9,9,11,9,19,31,37,43,47,43,37,25,13,3,1,3,5,27,29,27,25,25,23,23,7,5,3,1,1
3,1,3,1,7,13,25,31,31,29,27,11,13,13,11,11,9,13,11,9,11,9,11,9,11,13,13,19,31,37,41,43,29,19,19,9,1,1,3,1,5,3,11,37,37,37,37,11,1,1
3,5,7,23,27,35,37,39,37,37,33,27,17,19,13,13,11,11,9,9,9,7,7,11,11,15,15,13,43,45,45,45,45,45,15,3,5,1,1,1,3,9,33,33,33,33,33,31,23,1
1,1,3,11,15,21,27,35,35,35,29,21,13,13,13,11,11,13,7,9,9,11,11,9,19,23,31,37,41,41,37,27,17,19,15,9,7,3,7,11,25,27,33,33,31,27,13,3,1,1
1,3,1,5,15,25,33,35,33,31,19,13,11,11,13,11,11,9,13,9,7,11,9,9,11,21,25,31,45,45,35,25,19,9,1,3,1,1,1,1,3,7,9,21,23,33,33,19,5,1
1,1,1,3,5,13,19,31,37,37,37,17,17,11,17,11,11,13,7,13,9,9,7,9,15,25,29,37,47,45,43,31,11,1,1,1,1,1,1,1,5,15,31,37,37,27,9,5,1,1
1,1,3,5,21,35,35,37,35,33,25,13,19,13,15,11,9,11,11,11,9,13,11,9,33,43,47,45,45,45,15,15,1,1,1,1,1,1,3,3,17,35,35,33,33,33,19,7,1,1
1,3,1,3,5,7,27,31,31,27,21,13,11,11,11,9,11,13,9,11,11,7,9,7,17,25,29,37,41,45,35,25,7,3,1,1,1,1,1,1,5,19,21,29,33,29,13,7,1,1
1,3,1,1,11,13,33,35,35,31,29,27,15,15,15,13,13,15,15,13,11,11,9,11,27,33,47,47,47,47,37,15,9,5,3,1,1,1,1,1,5,23,31,31,31,29,19,7,1,1
1,1,1,1,3,1,11,15,25,35,33,27,21,15,17,11,11,11,13,9,11,9,13,9,11,23,25,37,31,45,33,27,21,9,3,3,1,3,1,1,15,35,35,25,21,7,5,1,1,1
1,3,3,3,11,15,27,35,35,35,33,17,11,13,9,11,11,11,13,9,11,11,11,9,13,29,37,45,47,49,43,31,11,9,5,1,1,1,1,3,9,27,35,37,35,37,27,5,1,1
1,1,1,1,3,9,13,19,27,33,33,31,21,19,13,15,15,11,11,15,13,17,17,21,29,35,39,47,43,31,25,23,17,9,3,5,1,3,9,23,33,31,27,17,7,5,1,1,1,1
3,5,1,9,11,25,27,35,33,31,29,29,15,15,15,15,13,11,13,11,13,13,13,11,11,23,31,37,45,47,45,43,31,17,5,3,1,1,1,3,5,9,3,15,33,33,35,33,1,1
1,1,1,1,13,17,23,31,41,41,39,35,29,23,19,19,15,15,13,13,13,15,33,33,43,47,47,41,31,19,11,9,1,1,1,1,1,1,1,1,31,35,33,31,33,27,7,3,1,1
1,1,1,1,3,5,5,13,37,39,35,35,29,27,19,15,17,19,19,15,15,13,19,25,37,37,45,45,37,23,13,7,1,1,1,3,3,11,29,31,39,37,33,17,3,5,3,1,1,1
1,1,1,1,1,3,5,11,31,35,35,31,11,15,17,13,13,13,11,11,11,11,9,11,15,35,45,47,47,43,25,21,5,1,1,1,1,5,3,33,37,35,33,29,5,3,3,3,1,1
