5,5,13,31,31,31,29,29,13,13,13,13,13,11,13,13,11,13,11,9,11,11,9,11,21,29,39,45,35,29,23,17,9,7,1,3,1,1,1,1,5,9,15,29,33,33,33,21,13,1
3,1,3,9,17,37,37,37,39,35,27,23,17,17,17,13,15,13,13,11,13,11,15,11,11,15,11,47,47,47,47,41,5,1,1,1,1,1,1,1,9,9,29,33,29,29,31,9,1,1
3,3,1,3,15,21,33,33,33,31,29,25,13,13,13,13,13,15,15,13,17,13,33,37,45,45,47,47,29,17,21,13,7,1,3,3,1,5,15,29,37,37,37,35,33,17,3,3,1,1
3,3,3,9,9,23,33,35,33,35,29,21,13,15,17,15,15,13,13,15,9,13,11,11,11,15,15,27,39,47,47,45,45,43,25,15,3,1,1,1,3,5,5,27,29,27,27,21,1,1
1,5,3,9,29,31,31,31,21,17,15,17,13,13,13,13,9,11,11,11,9,11,9,11,15,15,27,35,39,47,49,39,17,15,9,5,3,1,3,5,9,19,33,33,35,33,31,19,1,1
3,3,5,17,29,29,27,19,13,13,15,13,13,15,11,11,11,11,9,9,11,7,11,11,17,21,33,43,43,41,33,21,13,7,1,3,1,3,1,1,1,5,3,27,31,31,29,21,13,1
1,3,1,1,19,31,31,29,29,27,15,15,11,9,11,11,11,11,13,11,11,17,31,33,47,47,47,39,23,13,15,1,1,1,1,1,1,1,1,1,33,33,33,31,23,13,7,5,1,1
1,5,1,1,9,15,31,31,33,31,29,25,13,11,15,13,9,11,9,11,11,9,7,7,7,17,11,35,49,47,45,47,13,7,3,1,3,1,3,5,19,29,31,29,29,29,5,3,1,1
3,5,9,19,23,31,31,31,29,29,23,13,13,9,9,9,9,7,7,9,7,9,9,11,17,25,43,45,45,45,43,29,15,13,1,1,1,1,1,1,5,7,27,29,31,31,29,29,11,1
3,1,1,5,5,9,27,27,27,25,25,17,15,13,13,15,13,13,9,11,11,11,11,9,11,11,11,27,47,49,47,45,31,5,5,3,1,1,1,1,17,21,35,35,33,31,11,5,1,1
3,3,15,15,29,33,33,33,33,29,21,13,11,11,15,9,11,11,11,11,11,11,25,25,31,41,39,37,31,29,29,19,11,7,5,3,1,1,1,1,7,15,27,31,31,29,23,13,3,1
1,1,3,1,7,15,21,33,33,31,17,15,15,11,15,13,11,13,11,11,11,11,9,9,15,19,43,47,47,49,49,13,5,3,5,3,3,1,7,7,11,29,33,31,31,13,9,3,1,1
3,3,7,21,37,39,39,35,29,17,17,13,13,13,11,9,7,7,11,7,9,5,7,9,7,13,7,11,13,17,41,43,43,21,19,9,5,1,1,1,3,5,17,31,29,29,29,25,7,1
3,3,7,11,19,35,33,31,29,29,25,13,13,13,13,13,15,11,11,11,15,11,15,19,29,43,43,43,43,27,15,11,3,1,1,1,1,1,3,3,7,11,7,33,31,33,27,17,1,1
5,9,13,35,33,33,33,27,19,9,11,13,11,13,11,11,9,9,13,11,9,9,9,9,15,15,27,43,43,43,37,33,13,9,5,3,3,1,1,1,5,13,27,33,33,31,31,19,1,1
3,5,5,17,27,37,35,37,27,13,13,13,17,15,17,15,13,13,13,15,11,11,15,15,13,27,47,47,47,47,29,9,1,1,1,1,1,1,1,1,9,37,39,39,39,35,31,5,1,1
1,3,1,7,5,7,11,15,37,35,33,33,27,15,19,15,11,9,11,11,11,9,11,9,13,15,15,23,45,47,47,47,45,5,5,3,1,1,3,3,5,11,29,29,29,29,15,7,1,1
5,9,5,17,23,37,35,35,33,27,17,15,15,15,11,11,13,15,13,15,13,11,11,13,17,17,43,43,47,45,45,21,1,1,1,1,1,1,1,1,5,5,5,33,35,35,35,33,29,1
1,1,3,3,1,9,7,27,33,33,33,31,21,17,17,15,13,15,11,15,15,17,19,15,23,39,45,45,47,41,27,17,5,3,1,1,1,1,1,5,7,15,9,33,35,33,29,5,1,1
7,15,21,35,37,37,35,33,13,15,15,15,11,13,11,11,11,13,13,13,11,7,19,23,33,39,43,45,31,23,21,13,5,1,1,1,1,1,1,1,3,9,19,29,33,31,31,19,1,1
1,3,3,11,23,33,33,33,31,29,17,13,11,11,11,9,11,11,9,11,9,7,7,9,9,21,23,35,37,43,43,39,27,17,15,3,3,1,1,1,5,3,5,11,15,27,27,25,1,1
3,3,3,11,17,33,39,37,35,33,21,13,13,9,11,11,11,9,9,11,9,9,11,9,13,29,43,45,45,45,27,23,9,3,1,1,1,1,1,1,3,5,13,21,35,33,33,33,13,1
3,3,5,9,15,21,33,35,33,25,17,13,13,11,11,9,9,7,11,9,7,9,9,9,9,17,25,33,45,41,31,29,19,17,11,5,3,1,1,1,5,3,13,23,25,35,33,21,5,1
7,9,5,19,37,39,37,33,31,27,13,19,13,15,13,11,9,9,7,7,9,9,7,9,9,13,15,13,33,47,45,45,43,1,5,1,1,1,1,1,3,5,9,29,33,33,31,17,11,1
3,7,7,13,31,35,33,31,27,21,15,13,13,9,11,11,9,9,9,11,11,11,11,9,19,37,43,43,37,21,19,7,1,1,1,1,1,1,1,1,3,5,9,29,31,31,29,11,5,1
1,1,1,5,1,17,31,33,33,29,13,15,11,11,9,9,9,9,9,9,11,7,11,11,27,39,41,45,41,29,19,13,7,1,1,3,3,1,3,11,17,31,31,29,25,7,3,5,1,1
1,3,1,3,17,21,31,39,37,37,33,27,17,17,15,11,9,11,9,9,11,9,9,11,13,15,27,31,37,43,43,39,27,19,15,9,7,1,3,1,5,23,29,35,35,29,9,3,1,1
3,1,3,5,31,35,35,35,31,27,15,15,11,13,11,9,11,11,13,11,11,9,9,9,17,25,31,41,45,43,35,25,21,15,5,7,1,1,1,3,31,31,31,29,17,19,7,3,1,1
3,1,11,19,29,41,41,39,35,29,15,15,11,11,9,9,9,9,9,11,11,9,9,9,9,23,33,37,43,45,47,33,19,17,7,5,1,1,1,1,5,15,29,33,33,31,29,19,1,1
1,1,1,7,7,21,33,35,35,35,31,15,15,13,13,15,13,13,11,13,13,13,13,15,17,19,39,47,47,47,31,17,9,9,3,5,3,1,3,1,7,31,31,31,31,29,3,3,1,1
3,9,3,7,15,27,35,39,39,37,33,31,29,15,17,15,13,13,13,13,13,13,13,11,29,33,43,45,47,45,45,45,33,21,11,7,5,3,1,9,23,33,33,33,31,23,13,7,1,1
1,3,5,5,21,37,37,35,33,25,13,15,11,11,11,15,11,9,11,11,11,13,9,13,29,41,45,45,47,47,25,23,7,1,3,1,1,1,3,1,3,23,31,31,31,29,21,5,1,1
1,1,3,5,17,23,29,37,35,19,19,13,15,9,9,9,9,9,11,11,13,9,9,11,13,21,31,37,45,45,43,29,15,13,9,9,1,5,1,1,5,7,9,19,29,31,31,27,11,3
1,7,7,19,31,35,35,35,35,19,15,11,11,9,11,11,7,9,9,9,9,7,9,9,13,19,29,35,45,47,45,31,15,13,7,3,5,1,1,1,1,3,5,17,29,31,31,21,17,1
1,3,7,19,19,27,35,35,35,33,23,13,11,13,15,13,9,11,11,13,11,11,11,9,11,13,31,45,49,49,47,47,17,15,5,3,1,1,1,1,3,9,5,29,31,33,33,31,1,1
5,3,1,3,7,15,17,35,37,33,31,25,13,9,9,11,11,13,13,11,9,11,11,7,15,33,37,45,47,47,37,17,7,3,3,1,3,1,1,1,23,31,31,31,27,11,3,3,1,1
1,3,3,5,15,21,35,35,33,33,31,21,15,11,17,11,11,11,9,11,11,11,11,9,13,21,33,41,45,45,45,23,15,13,9,3,3,1,1,1,9,27,31,29,27,11,7,7,1,1
5,3,13,15,33,35,33,35,29,23,13,13,11,11,11,13,9,11,9,11,11,13,11,11,13,13,27,45,45,45,47,45,19,11,3,1,1,1,1,1,3,11,7,31,35,37,37,35,29,3
1,3,1,7,9,15,31,33,33,31,29,25,11,13,11,9,9,9,11,7,9,11,9,11,9,7,7,11,11,15,9,43,43,45,45,45,45,7,9,1,5,3,9,9,23,27,27,25,25,7
3,1,7,11,33,37,39,39,37,35,23,13,13,13,15,11,9,11,13,11,11,11,11,9,13,11,11,13,11,43,47,45,45,39,5,1,1,1,1,1,5,7,15,39,37,37,35,31,1,1
3,3,5,5,13,35,35,35,35,35,33,25,19,13,11,11,11,11,11,13,11,11,15,11,11,37,43,45,47,49,47,49,9,3,3,1,1,1,1,1,5,7,15,35,33,33,33,31,1,1
3,7,19,31,35,35,35,33,31,23,15,13,13,9,11,11,9,11,9,7,13,11,9,9,17,15,33,45,45,45,43,45,15,3,1,1,1,1,1,1,9,7,33,39,39,39,39,35,7,7
1,1,1,1,1,3,3,11,17,31,31,29,29,19,15,11,11,11,11,9,11,11,13,21,29,33,43,45,45,39,27,19,13,9,3,3,7,5,23,29,29,27,13,9,1,1,1,1,1,1
3,5,5,11,15,33,41,39,37,37,35,29,15,21,15,11,11,11,11,13,9,13,13,11,39,45,47,47,45,47,47,13,5,3,3,3,1,1,1,1,7,13,33,31,31,31,29,3,1,1
3,5,9,35,35,35,33,21,17,15,15,11,13,15,13,11,11,9,11,11,11,9,11,9,27,43,43,45,41,41,11,7,1,1,1,1,1,1,1,1,7,13,21,33,33,33,35,25,3,1
1,1,3,3,11,15,39,39,39,37,27,21,17,15,15,15,13,13,13,13,11,9,13,11,31,47,49,49,47,21,5,3,1,1,3,1,1,5,5,17,35,35,35,35,31,13,7,5,1,1
1,3,5,11,17,27,35,33,31,29,15,13,17,11,13,11,11,13,13,11,9,11,13,21,35,41,43,41,43,27,21,13,5,5,1,1,5,1,3,7,25,37,37,37,33,23,11,5,1,1
3,3,3,7,17,19,35,41,39,39,35,27,13,15,13,11,13,13,11,11,9,11,11,9,15,19,27,37,45,45,47,47,47,17,7,3,1,1,1,1,9,23,33,33,31,31,13,1,1,1
1,3,5,27,31,39,37,39,35,33,25,15,15,13,15,13,13,13,13,13,13,13,11,9,13,25,39,47,49,45,45,45,21,1,1,3,1,1,3,1,7,27,31,31,31,23,5,3,1,1
5,5,3,9,23,27,27,27,27,11,11,9,9,9,11,9,7,9,9,9,9,9,9,7,9,11,13,15,17,45,45,47,45,41,7,5,1,1,3,1,7,7,11,17,35,35,33,33,17,11
3,3,3,5,1,27,37,35,35,35,33,27,13,15,11,11,11,11,11,13,11,13,15,15,21,47,45,47,47,33,19,11,1,1,1,1,3,1,3,7,17,31,31,31,29,27,3,3,1,1
3,7,9,19,35,35,33,33,31,21,15,15,9,13,13,11,9,11,13,11,13,11,13,9,13,19,23,43,41,43,45,29,9,9,1,1,1,1,1,1,3,9,5,19,33,33,33,25,9,3
5,5,15,19,31,31,31,27,23,21,15,13,9,9,9,7,7,9,7,7,9,9,9,9,11,25,27,41,41,43,43,41,19,13,7,3,1,1,1,1,5,7,25,31,29,29,27,27,11,3
1,1,1,3,5,11,15,35,33,33,29,23,13,11,15,11,11,13,11,11,13,13,15,13,21,29,43,47,45,27,23,13,11,5,1,1,1,1,1,5,9,35,37,37,33,9,5,3,1,1
1,3,7,11,15,27,41,41,35,31,15,15,15,9,11,9,11,9,11,11,11,9,9,9,13,21,25,35,47,45,33,29,17,1,1,1,1,1,1,1,5,3,11,13,27,25,17,7,1,1
1,3,1,3,13,25,35,37,35,25,17,13,15,11,13,9,11,11,11,7,9,9,7,9,13,31,35,47,47,43,25,11,1,1,1,1,1,1,1,1,3,3,11,13,23,23,21,1,1,1
3,7,3,11,35,35,37,33,31,29,27,15,11,13,13,9,9,9,9,7,9,9,7,9,11,13,29,39,45,47,43,31,21,15,13,7,5,1,1,1,5,3,9,31,37,35,33,33,13,1
7,3,7,7,15,29,31,33,31,23,17,17,15,13,13,9,9,11,9,11,11,11,15,11,13,19,47,49,49,47,35,3,1,1,1,1,1,1,5,7,31,37,39,37,35,35,3,7,1,1
1,1,1,1,5,11,15,31,33,31,31,29,27,13,13,13,11,9,13,13,11,9,9,7,7,27,33,45,41,31,23,13,9,7,3,3,5,7,29,31,31,31,27,21,3,3,1,1,1,1
5,19,27,35,35,35,27,27,11,11,11,13,13,11,11,9,9,7,9,9,7,7,9,9,23,31,41,43,43,43,37,25,17,13,11,5,3,5,3,5,11,27,35,35,35,35,31,11,1,1
1,1,1,1,1,1,1,5,21,27,39,37,37,29,17,17,13,15,13,13,13,11,11,11,11,23,29,33,45,43,33,25,15,9,7,1,1,3,5,17,21,35,35,15,11,1,1,1,1,1
1,1,3,13,27,37,37,35,33,29,13,13,13,11,11,13,11,11,13,15,13,13,11,11,15,25,33,33,39,43,37,31,17,17,5,9,1,5,3,13,21,27,33,35,29,19,15,3,1,1
1,1,1,1,1,1,5,7,19,27,35,35,31,27,13,11,7,9,9,7,7,9,7,9,9,11,21,29,33,41,45,41,27,9,1,5,1,5,7,5,17,31,31,23,5,3,1,3,1,1
1,3,3,7,3,23,25,33,33,25,23,13,17,13,11,9,9,11,9,13,11,17,21,25,31,37,35,43,29,31,27,21,9,5,3,1,5,3,17,23,33,37,39,35,27,15,5,5,1,1
