6382     8   521
2264     7   144
15809    6
24419    5
23436    5
1243     5
23639    4
3455     4
1697     4
30364    4
1101     4
9088     4
26719    3
16289    3
15185    3
7116     3
3391     3
2197     3
16838    3
26717    3
23743    3
9100     3
21536    3
26746    3
20734    3
713      3
26211    3
15820    3
1045     2
20753    2
27035    2
10357    2
23325    2
22356    2
21069    2
10362    2
24303    2
25859    2
27877    2
2405     2
22474    2
15293    2
5792     2
4460     2
5584     2
142      2
13295    2
7582     2
6824     2
1808     2
11355    2
27402    2
16920    2
21424    2
22636    2
16781    2
19427    2
20605    2
20537    2
24694    2
13130    2
1008     2
2234     2
1881     2
17090    2
22567    2
1816     1
38508    1
16737    1
29713    1
31077    1
28759    1
24136    1
10878    1
12267    1
31783    1
12351    1
31780    1
37435    1
20499    1
708      1
30300    1
13741    1
25850    1
11825    1
20891    1
37214    1
1267     1
15148    1
14762    1
35896    1
13513    1
39771    1
8967     1
19105    1
37755    1
24218    1
39077    1
21865    1
6393     1
37660    1
111      1
23673    1
26283    1
35879    1
18676    1
36396    1
12723    1
29648    1
25262    1
27102    1
39494    1
9275     1
6642     1
35039    1
21008    1
39677    1
12550    1
21132    1
14703    1
34733    1
25566    1
20423    1
20412    1
12675    1
32206    1
13826    1
36672    1
4246     1
13946    1
13062    1
37181    1
6310     1
29736    1
29331    1
28512    1
26066    1
22       1
32727    1
9268     1
33800    1
37436    1
7546     1
38326    1
11101    1
39578    1
11322    1
7733     1
16567    1
12575    1
11876    1
21879    1
19190    1
32626    1
11211    1
10920    1
1471     1
34370    1
13365    1
5613     1
32112    1
4476     1
24548    1
8445     1
32957    1
7262     1
36475    1
6997     1
14477    1
38564    1
17381    1
35861    1
25932    1
12564    1
14628    1
7169     1
12485    1
38668    1
34762    1
31576    1
28749    1
30294    1
32014    1
20553    1
14396    1
38100    1
35300    1
39402    1
36999    1
11031    1
24005    1
31348    1
12190    1
10202    1
35938    1
20231    1
18862    1
34883    1
38190    1
32396    1
3879     1
30431    1
27212    1
127      1
1061     1
7401     1
12017    1
2228     1
29301    1
12344    1
30208    1
25353    1
16466    1
7929     1
812      1
29472    1
29804    1
2623     1
1265     1
6123     1
2337     1
9430     1
34908    1
23604    1
9847     1
31514    1
10757    1
17785    1
1688     1
7638     1
39276    1
1617     1
2963     1
35752    1
26989    1
38354    1
31999    1
16625    1
20797    1
36718    1
13088    1
11895    1
18639    1
1266     1
31115    1
3946     1
30280    1
4467     1
19654    1
113      1
20969    1
39550    1
7435     1
33948    1
3381     1
25486    1
13716    1
37747    1
17439    1
24391    1
35804    1
18117    1
16213    1
17986    1
19117    1
8964     1
18381    1
23044    1
34954    1
22738    1
27485    1
16087    1
14226    1
12687    1
11511    1
3783     1
28280    1
32217    1
7697     1
1474     1
13732    1
27465    1
27495    1
2552     1
28156    1
26072    1
15919    1
22266    1
37580    1
10886    1
10937    1
13522    1
20577    1
27928    1
10076    1
37176    1
13069    1
12024    1
1552     1
36418    1
36724    1
15242    1
5663     1
21563    1
28362    1
3090     1
10877    1
1540     1
8566     1
10707    1
38927    1
14484    1
11268    1
19213    1
23357    1
32346    1
21575    1
3180     1
18029    1
19557    1
14621    1
16613    1
27304    1
12121    1
6397     1
622      1
31554    1
35576    1
25879    1
29201    1
16160    1
15941    1
33464    1
31626    1
35215    1
21112    1
19085    1
7613     1
34868    1
28614    1
20329    1
7950     1
12938    1
1992     1
2960     1
22450    1
28310    1
33762    1
30960    1
11329    1
19745    1
27460    1
16535    1
13184    1
36473    1
24315    1
9041     1
39599    1
21627    1
28368    1
7040     1
15044    1
31611    1
26474    1
26605    1
37205    1
17004    1
39224    1
6552     1
23063    1
23171    1
36723    1
16688    1
8626     1
17380    1
11287    1
37207    1
33055    1
18623    1
3329     1
38240    1
36061    1
12390    1
12043    1
19980    1
31665    1
39636    1
31374    1
25367    1
15669    1
37623    1
26762    1
168      1
10278    1
6964     1
12291    1
18433    1
39663    1
21758    1
33247    1
14738    1
36547    1
24584    1
27919    1
18953    1
38645    1
5134     1
35584    1
37368    1
20190    1
3073     1
1382     1
13282    1
27045    1
25909    1
9336     1
22627    1
16133    1
38792    1
19826    1
36737    1
38061    1
7186     1
39566    1
5801     1
38233    1
38307    1
29407    1
28411    1
25374    1
38323    1
35717    1
20942    1
38431    1
11058    1
29726    1
33910    1
36665    1
39553    1
12312    1
11097    1
22054    1
35761    1
17078    1
18913    1
34493    1
13582    1
23033    1
18644    1
15224    1
14760    1
2604     1
29429    1
27671    1
1975     1
35643    1
5284     1
15623    1
34808    1
6737     1
24729    1
23838    1
14093    1
7966     1
33388    1
29112    1
4858     1
24077    1
8229     1
36464    1
38312    1
20289    1
31118    1
4618     1
3772     1
18827    1
2771     1
33315    1
20194    1
37489    1
2817     1
32729    1
22842    1
10129    1
24265    1
26850    1
8512     1
38884    1
3894     1
19410    1
11274    1
37583    1
39336    1
17198    1
2748     1
33902    1
25403    1
28563    1
25762    1
25195    1
22831    1
11964    1
35194    1
16503    1
15633    1
34427    1
4279     1
12591    1
11436    1
11464    1
36770    1
21189    1
11095    1
35905    1
2170     1
12392    1
29628    1
23697    1
13052    1
30716    1
16259    1
6158     1
19804    1
8213     1
26037    1
35297    1
3319     1
1674     1
19691    1
34112    1
15848    1
30273    1
3236     1
35299    1
8076     1
36063    1
34780    1
27009    1
1550     1
35336    1
6507     1
23769    1
24067    1
347      1
12217    1
27544    1
32165    1
28221    1
31206    1
15780    1
26226    1
8796     1
33075    1
4399     1
19813    1
3471     1
28721    1
23131    1
6632     1
dtype: int64
